Public Health Region (PHR),County Name,Age Group,Doses Administered,People Vaccinated with at least One Dose,People Fully Vaccinated,Date,County,People Vaccinated with at Least One Dose
7,NA,50-64 years,10521,NA,3342,2021-03-08,Hays,7188
7,NA,65-79 years,16819,NA,6100,2021-03-08,Hays,10722
7,NA,80+ years,4048,NA,1452,2021-03-08,Hays,2597
7,NA,Unknown,43,NA,10,2021-03-08,Hays,33
7,NA,16-49 years,1069,NA,398,2021-03-08,Hill,671
7,NA,50-64 years,1571,NA,554,2021-03-08,Hill,1018
7,NA,65-79 years,3388,NA,1230,2021-03-08,Hill,2160
7,NA,80+ years,1192,NA,451,2021-03-08,Hill,741
7,NA,Unknown,4,NA,0,2021-03-08,Hill,4
7,NA,16-49 years,600,NA,239,2021-03-08,Lampasas,363
7,NA,50-64 years,752,NA,279,2021-03-08,Lampasas,473
7,NA,65-79 years,1328,NA,478,2021-03-08,Lampasas,850
7,NA,80+ years,435,NA,148,2021-03-08,Lampasas,287
7,NA,Unknown,4,NA,0,2021-03-08,Lampasas,4
7,NA,16-49 years,553,NA,207,2021-03-08,Lee,349
7,NA,50-64 years,605,NA,180,2021-03-08,Lee,427
7,NA,65-79 years,1135,NA,304,2021-03-08,Lee,834
7,NA,80+ years,433,NA,130,2021-03-08,Lee,303
7,NA,Unknown,3,NA,0,2021-03-08,Lee,3
7,NA,16-49 years,296,NA,115,2021-03-08,Leon,181
7,NA,50-64 years,484,NA,139,2021-03-08,Leon,345
7,NA,65-79 years,1318,NA,392,2021-03-08,Leon,926
7,NA,80+ years,415,NA,114,2021-03-08,Leon,301
7,NA,Unknown,2,NA,0,2021-03-08,Leon,2
7,NA,16-49 years,720,NA,207,2021-03-08,Limestone,513
7,NA,50-64 years,1000,NA,270,2021-03-08,Limestone,730
7,NA,65-79 years,1809,NA,526,2021-03-08,Limestone,1285
7,NA,80+ years,509,NA,151,2021-03-08,Limestone,358
7,NA,Unknown,1,NA,0,2021-03-08,Limestone,1
7,NA,16-49 years,464,NA,174,2021-03-08,Llano,290
7,NA,50-64 years,773,NA,234,2021-03-08,Llano,540
7,NA,65-79 years,2867,NA,818,2021-03-08,Llano,2050
7,NA,80+ years,1077,NA,314,2021-03-08,Llano,763
7,NA,Unknown,1,NA,0,2021-03-08,Llano,1
7,NA,16-49 years,240,NA,87,2021-03-08,Madison,153
7,NA,50-64 years,329,NA,106,2021-03-08,Madison,226
7,NA,65-79 years,678,NA,195,2021-03-08,Madison,484
7,NA,80+ years,267,NA,79,2021-03-08,Madison,188
7,NA,Unknown,1,NA,0,2021-03-08,Madison,1
7,NA,16-49 years,13609,NA,5129,2021-03-08,McLennan,8487
7,NA,50-64 years,12212,NA,4312,2021-03-08,McLennan,7905
7,NA,65-79 years,20428,NA,7561,2021-03-08,McLennan,12870
7,NA,80+ years,6528,NA,2368,2021-03-08,McLennan,4161
7,NA,Unknown,51,NA,1,2021-03-08,McLennan,50
7,NA,16-49 years,685,NA,247,2021-03-08,Milam,440
7,NA,50-64 years,1003,NA,310,2021-03-08,Milam,693
7,NA,65-79 years,2402,NA,865,2021-03-08,Milam,1537
7,NA,80+ years,768,NA,286,2021-03-08,Milam,482
7,NA,Unknown,9,NA,0,2021-03-08,Milam,9
7,NA,16-49 years,178,NA,72,2021-03-08,Mills,106
7,NA,50-64 years,198,NA,81,2021-03-08,Mills,117
7,NA,65-79 years,626,NA,200,2021-03-08,Mills,426
7,NA,80+ years,253,NA,74,2021-03-08,Mills,179
7,NA,16-49 years,443,NA,158,2021-03-08,Robertson,285
7,NA,50-64 years,707,NA,210,2021-03-08,Robertson,497
7,NA,65-79 years,1492,NA,453,2021-03-08,Robertson,1039
7,NA,80+ years,488,NA,156,2021-03-08,Robertson,332
7,NA,Unknown,3,NA,0,2021-03-08,Robertson,3
7,NA,16-49 years,79,NA,28,2021-03-08,San Saba,51
7,NA,50-64 years,86,NA,27,2021-03-08,San Saba,59
7,NA,65-79 years,263,NA,77,2021-03-08,San Saba,187
7,NA,80+ years,90,NA,18,2021-03-08,San Saba,72
7,NA,Unknown,1,NA,0,2021-03-08,San Saba,1
7,NA,16-49 years,112627,NA,35144,2021-03-08,Travis,77657
7,NA,50-64 years,57673,NA,17794,2021-03-08,Travis,39979
7,NA,65-79 years,75048,NA,27600,2021-03-08,Travis,47500
7,NA,80+ years,16164,NA,5781,2021-03-08,Travis,10395
7,NA,Unknown,143,NA,7,2021-03-08,Travis,136
7,NA,16-49 years,1461,NA,561,2021-03-08,Washington,905
7,NA,50-64 years,1915,NA,639,2021-03-08,Washington,1289
7,NA,65-79 years,4406,NA,1364,2021-03-08,Washington,3047
7,NA,80+ years,1572,NA,488,2021-03-08,Washington,1084
7,NA,Unknown,3,NA,0,2021-03-08,Washington,3
7,NA,16-49 years,42439,NA,13367,2021-03-08,Williamson,29150
7,NA,50-64 years,24679,NA,7361,2021-03-08,Williamson,17363
7,NA,65-79 years,32851,NA,9843,2021-03-08,Williamson,23035
7,NA,80+ years,9544,NA,2961,2021-03-08,Williamson,6589
7,NA,Unknown,70,NA,2,2021-03-08,Williamson,68
8,NA,16-49 years,2215,NA,825,2021-03-08,Atascosa,1393
8,NA,50-64 years,2232,NA,772,2021-03-08,Atascosa,1463
8,NA,65-79 years,2907,NA,977,2021-03-08,Atascosa,1930
8,NA,80+ years,760,NA,255,2021-03-08,Atascosa,506
8,NA,Unknown,2,NA,0,2021-03-08,Atascosa,2
8,NA,16-49 years,697,NA,250,2021-03-08,Bandera,447
8,NA,50-64 years,1144,NA,389,2021-03-08,Bandera,756
8,NA,65-79 years,2349,NA,787,2021-03-08,Bandera,1563
8,NA,80+ years,614,NA,182,2021-03-08,Bandera,433
8,NA,Unknown,2,NA,0,2021-03-08,Bandera,2
8,NA,16-49 years,175994,NA,65712,2021-03-08,Bexar,110330
8,NA,50-64 years,121148,NA,44778,2021-03-08,Bexar,76394
8,NA,65-79 years,132128,NA,50299,2021-03-08,Bexar,81847
8,NA,80+ years,33916,NA,12090,2021-03-08,Bexar,21828
8,NA,Unknown,245,NA,19,2021-03-08,Bexar,226
8,NA,16-49 years,691,NA,235,2021-03-08,Calhoun,456
8,NA,50-64 years,837,NA,249,2021-03-08,Calhoun,588
8,NA,65-79 years,1453,NA,408,2021-03-08,Calhoun,1046
8,NA,80+ years,568,NA,187,2021-03-08,Calhoun,381
8,NA,Unknown,3,NA,1,2021-03-08,Calhoun,2
8,NA,16-49 years,9488,NA,3674,2021-03-08,Comal,5819
8,NA,50-64 years,9044,NA,3326,2021-03-08,Comal,5724
8,NA,65-79 years,15905,NA,5756,2021-03-08,Comal,10152
8,NA,80+ years,3688,NA,1196,2021-03-08,Comal,2493
8,NA,Unknown,10,NA,2,2021-03-08,Comal,8
8,NA,16-49 years,618,NA,218,2021-03-08,DeWitt,400
8,NA,50-64 years,922,NA,260,2021-03-08,DeWitt,662
8,NA,65-79 years,1489,NA,393,2021-03-08,DeWitt,1096
8,NA,80+ years,456,NA,119,2021-03-08,DeWitt,338
8,NA,Unknown,3,NA,1,2021-03-08,DeWitt,2
8,NA,16-49 years,1780,NA,606,2021-03-08,Dimmit,1174
8,NA,50-64 years,1469,NA,542,2021-03-08,Dimmit,927
8,NA,65-79 years,1429,NA,566,2021-03-08,Dimmit,863
8,NA,80+ years,328,NA,118,2021-03-08,Dimmit,210
8,NA,Unknown,6,NA,0,2021-03-08,Dimmit,6
8,NA,16-49 years,47,NA,9,2021-03-08,Edwards,38
8,NA,50-64 years,58,NA,12,2021-03-08,Edwards,46
8,NA,65-79 years,148,NA,35,2021-03-08,Edwards,113
8,NA,80+ years,66,NA,24,2021-03-08,Edwards,42
8,NA,16-49 years,1153,NA,489,2021-03-08,Frio,664
8,NA,50-64 years,1069,NA,452,2021-03-08,Frio,617
8,NA,65-79 years,1280,NA,553,2021-03-08,Frio,727
8,NA,80+ years,356,NA,152,2021-03-08,Frio,204
8,NA,16-49 years,1018,NA,438,2021-03-08,Gillespie,580
8,NA,50-64 years,1291,NA,524,2021-03-08,Gillespie,767
8,NA,65-79 years,4417,NA,1712,2021-03-08,Gillespie,2705
8,NA,80+ years,1783,NA,695,2021-03-08,Gillespie,1088
8,NA,Unknown,6,NA,2,2021-03-08,Gillespie,4
8,NA,16-49 years,339,NA,133,2021-03-08,Goliad,206
8,NA,50-64 years,549,NA,216,2021-03-08,Goliad,334
8,NA,65-79 years,1037,NA,447,2021-03-08,Goliad,590
8,NA,80+ years,328,NA,144,2021-03-08,Goliad,184
8,NA,Unknown,1,NA,0,2021-03-08,Goliad,1
8,NA,16-49 years,981,NA,309,2021-03-08,Gonzales,674
8,NA,50-64 years,1144,NA,317,2021-03-08,Gonzales,827
8,NA,65-79 years,1960,NA,683,2021-03-08,Gonzales,1277
8,NA,80+ years,820,NA,323,2021-03-08,Gonzales,497
8,NA,16-49 years,10176,NA,3816,2021-03-08,Guadalupe,6363
8,NA,50-64 years,8395,NA,2948,2021-03-08,Guadalupe,5449
8,NA,65-79 years,10903,NA,3926,2021-03-08,Guadalupe,6979
8,NA,80+ years,2784,NA,973,2021-03-08,Guadalupe,1811
8,NA,Unknown,18,NA,3,2021-03-08,Guadalupe,15
8,NA,16-49 years,818,NA,359,2021-03-08,Jackson,460
8,NA,50-64 years,1003,NA,440,2021-03-08,Jackson,568
8,NA,65-79 years,1767,NA,785,2021-03-08,Jackson,995
8,NA,80+ years,643,NA,293,2021-03-08,Jackson,350
8,NA,Unknown,1,NA,0,2021-03-08,Jackson,1
8,NA,16-49 years,617,NA,224,2021-03-08,Karnes,393
8,NA,50-64 years,837,NA,277,2021-03-08,Karnes,561
8,NA,65-79 years,1359,NA,515,2021-03-08,Karnes,845
8,NA,80+ years,540,NA,195,2021-03-08,Karnes,345
8,NA,Unknown,4,NA,1,2021-03-08,Karnes,3
8,NA,16-49 years,3136,NA,1159,2021-03-08,Kendall,1977
8,NA,50-64 years,3211,NA,1147,2021-03-08,Kendall,2065
8,NA,65-79 years,5530,NA,2006,2021-03-08,Kendall,3526
8,NA,80+ years,1763,NA,497,2021-03-08,Kendall,1266
8,NA,Unknown,1,NA,0,2021-03-08,Kendall,1
8,NA,16-49 years,2324,NA,1007,2021-03-08,Kerr,1318
8,NA,50-64 years,2135,NA,786,2021-03-08,Kerr,1349
8,NA,65-79 years,4643,NA,1439,2021-03-08,Kerr,3205
8,NA,80+ years,1624,NA,491,2021-03-08,Kerr,1133
8,NA,Unknown,2,NA,0,2021-03-08,Kerr,2
8,NA,16-49 years,91,NA,30,2021-03-08,Kinney,61
8,NA,50-64 years,95,NA,27,2021-03-08,Kinney,68
8,NA,65-79 years,381,NA,157,2021-03-08,Kinney,224
8,NA,80+ years,161,NA,56,2021-03-08,Kinney,105
8,NA,Unknown,2,NA,0,2021-03-08,Kinney,2
8,NA,16-49 years,1290,NA,580,2021-03-08,La Salle,710
8,NA,50-64 years,1048,NA,469,2021-03-08,La Salle,579
8,NA,65-79 years,941,NA,432,2021-03-08,La Salle,509
8,NA,80+ years,234,NA,103,2021-03-08,La Salle,131
8,NA,16-49 years,680,NA,270,2021-03-08,Lavaca,410
8,NA,50-64 years,923,NA,308,2021-03-08,Lavaca,617
8,NA,65-79 years,2207,NA,698,2021-03-08,Lavaca,1510
8,NA,80+ years,867,NA,286,2021-03-08,Lavaca,581
8,NA,Unknown,8,NA,3,2021-03-08,Lavaca,5
8,NA,16-49 years,4022,NA,1050,2021-03-08,Maverick,2974
8,NA,50-64 years,2167,NA,440,2021-03-08,Maverick,1728
8,NA,65-79 years,2099,NA,202,2021-03-08,Maverick,1897
8,NA,80+ years,513,NA,66,2021-03-08,Maverick,447
8,NA,Unknown,3,NA,0,2021-03-08,Maverick,3
8,NA,16-49 years,2719,NA,971,2021-03-08,Medina,1752
8,NA,50-64 years,2899,NA,925,2021-03-08,Medina,1976
8,NA,65-79 years,4232,NA,1413,2021-03-08,Medina,2820
8,NA,80+ years,1176,NA,405,2021-03-08,Medina,773
8,NA,Unknown,3,NA,0,2021-03-08,Medina,3
8,NA,16-49 years,92,NA,25,2021-03-08,Real,67
8,NA,50-64 years,209,NA,41,2021-03-08,Real,168
8,NA,65-79 years,684,NA,223,2021-03-08,Real,461
8,NA,80+ years,180,NA,72,2021-03-08,Real,108
8,NA,16-49 years,2419,NA,780,2021-03-08,Uvalde,1641
8,NA,50-64 years,2307,NA,730,2021-03-08,Uvalde,1580
8,NA,65-79 years,3442,NA,1402,2021-03-08,Uvalde,2041
8,NA,80+ years,1182,NA,499,2021-03-08,Uvalde,683
8,NA,Unknown,2,NA,0,2021-03-08,Uvalde,2
8,NA,16-49 years,3240,NA,1089,2021-03-08,Val Verde,2152
8,NA,50-64 years,2480,NA,729,2021-03-08,Val Verde,1751
8,NA,65-79 years,4130,NA,1528,2021-03-08,Val Verde,2602
8,NA,80+ years,1334,NA,492,2021-03-08,Val Verde,842
8,NA,Unknown,4,NA,0,2021-03-08,Val Verde,4
8,NA,16-49 years,4817,NA,1960,2021-03-08,Victoria,2858
8,NA,50-64 years,4920,NA,1797,2021-03-08,Victoria,3130
8,NA,65-79 years,7729,NA,2644,2021-03-08,Victoria,5098
8,NA,80+ years,2651,NA,911,2021-03-08,Victoria,1741
8,NA,Unknown,19,NA,6,2021-03-08,Victoria,13
8,NA,16-49 years,2934,NA,1138,2021-03-08,Wilson,1797
8,NA,50-64 years,3062,NA,1124,2021-03-08,Wilson,1939
8,NA,65-79 years,3500,NA,1223,2021-03-08,Wilson,2277
8,NA,80+ years,872,NA,285,2021-03-08,Wilson,587
8,NA,Unknown,4,NA,0,2021-03-08,Wilson,4
8,NA,16-49 years,1429,NA,416,2021-03-08,Zavala,1013
8,NA,50-64 years,1129,NA,338,2021-03-08,Zavala,791
8,NA,65-79 years,1101,NA,377,2021-03-08,Zavala,724
8,NA,80+ years,276,NA,94,2021-03-08,Zavala,182
8,NA,Unknown,3,NA,0,2021-03-08,Zavala,3
9/10,NA,16-49 years,2478,NA,687,2021-03-08,Andrews,1791
9/10,NA,50-64 years,1930,NA,627,2021-03-08,Andrews,1303
9/10,NA,65-79 years,1489,NA,578,2021-03-08,Andrews,911
9/10,NA,80+ years,514,NA,217,2021-03-08,Andrews,297
9/10,NA,16-49 years,24,NA,5,2021-03-08,Borden,19
9/10,NA,50-64 years,30,NA,7,2021-03-08,Borden,23
9/10,NA,65-79 years,72,NA,27,2021-03-08,Borden,46
9/10,NA,80+ years,21,NA,8,2021-03-08,Borden,13
9/10,NA,16-49 years,1080,NA,373,2021-03-08,Brewster,711
9/10,NA,50-64 years,1124,NA,443,2021-03-08,Brewster,694
9/10,NA,65-79 years,1597,NA,664,2021-03-08,Brewster,947
9/10,NA,80+ years,374,NA,152,2021-03-08,Brewster,233
9/10,NA,Unknown,9,NA,3,2021-03-08,Brewster,6
9/10,NA,16-49 years,77,NA,22,2021-03-08,Coke,55
9/10,NA,50-64 years,186,NA,63,2021-03-08,Coke,123
9/10,NA,65-79 years,411,NA,153,2021-03-08,Coke,258
9/10,NA,80+ years,188,NA,62,2021-03-08,Coke,126
9/10,NA,16-49 years,127,NA,31,2021-03-08,Concho,96
9/10,NA,50-64 years,188,NA,48,2021-03-08,Concho,140
9/10,NA,65-79 years,437,NA,153,2021-03-08,Concho,285
9/10,NA,80+ years,163,NA,62,2021-03-08,Concho,101
9/10,NA,16-49 years,515,NA,185,2021-03-08,Crane,330
9/10,NA,50-64 years,425,NA,158,2021-03-08,Crane,267
9/10,NA,65-79 years,403,NA,161,2021-03-08,Crane,242
9/10,NA,80+ years,115,NA,49,2021-03-08,Crane,66
9/10,NA,16-49 years,209,NA,95,2021-03-08,Crockett,114
9/10,NA,50-64 years,323,NA,133,2021-03-08,Crockett,190
9/10,NA,65-79 years,464,NA,191,2021-03-08,Crockett,273
9/10,NA,80+ years,123,NA,55,2021-03-08,Crockett,68
9/10,NA,16-49 years,139,NA,50,2021-03-08,Culberson,89
9/10,NA,50-64 years,189,NA,67,2021-03-08,Culberson,122
9/10,NA,65-79 years,263,NA,119,2021-03-08,Culberson,144
9/10,NA,80+ years,61,NA,28,2021-03-08,Culberson,33
9/10,NA,16-49 years,347,NA,129,2021-03-08,Dawson,218
9/10,NA,50-64 years,495,NA,172,2021-03-08,Dawson,323
9/10,NA,65-79 years,750,NA,279,2021-03-08,Dawson,471
9/10,NA,80+ years,244,NA,96,2021-03-08,Dawson,148
9/10,NA,Unknown,3,NA,1,2021-03-08,Dawson,2
9/10,NA,16-49 years,15582,NA,5025,2021-03-08,Ector,10563
9/10,NA,50-64 years,12807,NA,4407,2021-03-08,Ector,8405
9/10,NA,65-79 years,10340,NA,3840,2021-03-08,Ector,6504
9/10,NA,80+ years,2789,NA,992,2021-03-08,Ector,1797
9/10,NA,Unknown,14,NA,2,2021-03-08,Ector,12
9/10,NA,16-49 years,94146,NA,37249,2021-03-08,El Paso,56914
9/10,NA,50-64 years,58919,NA,22346,2021-03-08,El Paso,36590
9/10,NA,65-79 years,64142,NA,22648,2021-03-08,El Paso,41496
9/10,NA,80+ years,22966,NA,7755,2021-03-08,El Paso,15212
9/10,NA,Unknown,224,NA,53,2021-03-08,El Paso,171
9/10,NA,16-49 years,772,NA,212,2021-03-08,Gaines,561
9/10,NA,50-64 years,699,NA,175,2021-03-08,Gaines,528
9/10,NA,65-79 years,715,NA,265,2021-03-08,Gaines,452
9/10,NA,80+ years,304,NA,119,2021-03-08,Gaines,185
9/10,NA,16-49 years,191,NA,84,2021-03-08,Glasscock,107
9/10,NA,50-64 years,162,NA,74,2021-03-08,Glasscock,88
9/10,NA,65-79 years,136,NA,63,2021-03-08,Glasscock,73
9/10,NA,80+ years,55,NA,27,2021-03-08,Glasscock,28
9/10,NA,16-49 years,1599,NA,645,2021-03-08,Howard,959
9/10,NA,50-64 years,1525,NA,602,2021-03-08,Howard,924
9/10,NA,65-79 years,1706,NA,682,2021-03-08,Howard,1029
9/10,NA,80+ years,554,NA,231,2021-03-08,Howard,324
9/10,NA,Unknown,5,NA,2,2021-03-08,Howard,3
9/10,NA,16-49 years,531,NA,197,2021-03-08,Hudspeth,334
9/10,NA,50-64 years,232,NA,61,2021-03-08,Hudspeth,171
9/10,NA,65-79 years,337,NA,130,2021-03-08,Hudspeth,207
9/10,NA,80+ years,62,NA,19,2021-03-08,Hudspeth,43
9/10,NA,Unknown,1,NA,0,2021-03-08,Hudspeth,1
9/10,NA,16-49 years,53,NA,16,2021-03-08,Irion,37
9/10,NA,50-64 years,108,NA,38,2021-03-08,Irion,70
9/10,NA,65-79 years,182,NA,79,2021-03-08,Irion,103
9/10,NA,80+ years,50,NA,21,2021-03-08,Irion,29
9/10,NA,16-49 years,253,NA,98,2021-03-08,Jeff Davis,156
9/10,NA,50-64 years,384,NA,163,2021-03-08,Jeff Davis,222
9/10,NA,65-79 years,579,NA,264,2021-03-08,Jeff Davis,317
9/10,NA,80+ years,123,NA,57,2021-03-08,Jeff Davis,66
9/10,NA,Unknown,2,NA,1,2021-03-08,Jeff Davis,1
9/10,NA,16-49 years,161,NA,43,2021-03-08,Kimble,118
9/10,NA,50-64 years,259,NA,66,2021-03-08,Kimble,193
9/10,NA,65-79 years,762,NA,287,2021-03-08,Kimble,475
9/10,NA,80+ years,266,NA,112,2021-03-08,Kimble,154
9/10,NA,16-49 years,9,NA,1,2021-03-08,Loving,8
9/10,NA,50-64 years,14,NA,5,2021-03-08,Loving,9
9/10,NA,65-79 years,7,NA,2,2021-03-08,Loving,5
9/10,NA,80+ years,3,NA,1,2021-03-08,Loving,2
9/10,NA,16-49 years,422,NA,84,2021-03-08,Martin,338
9/10,NA,50-64 years,384,NA,80,2021-03-08,Martin,306
9/10,NA,65-79 years,386,NA,147,2021-03-08,Martin,239
9/10,NA,80+ years,131,NA,47,2021-03-08,Martin,84
9/10,NA,Unknown,1,NA,0,2021-03-08,Martin,1
9/10,NA,16-49 years,137,NA,41,2021-03-08,Mason,96
9/10,NA,50-64 years,235,NA,51,2021-03-08,Mason,184
9/10,NA,65-79 years,656,NA,178,2021-03-08,Mason,478
9/10,NA,80+ years,302,NA,104,2021-03-08,Mason,198
9/10,NA,16-49 years,165,NA,48,2021-03-08,McCulloch,117
9/10,NA,50-64 years,334,NA,91,2021-03-08,McCulloch,243
9/10,NA,65-79 years,786,NA,263,2021-03-08,McCulloch,523
9/10,NA,80+ years,268,NA,87,2021-03-08,McCulloch,181
9/10,NA,16-49 years,105,NA,35,2021-03-08,Menard,70
9/10,NA,50-64 years,167,NA,41,2021-03-08,Menard,126
9/10,NA,65-79 years,385,NA,121,2021-03-08,Menard,264
9/10,NA,80+ years,143,NA,60,2021-03-08,Menard,83
9/10,NA,16-49 years,14001,NA,4279,2021-03-08,Midland,9725
9/10,NA,50-64 years,10871,NA,3197,2021-03-08,Midland,7677
9/10,NA,65-79 years,11632,NA,4170,2021-03-08,Midland,7463
9/10,NA,80+ years,3640,NA,1300,2021-03-08,Midland,2341
9/10,NA,Unknown,17,NA,3,2021-03-08,Midland,14
9/10,NA,16-49 years,2297,NA,626,2021-03-08,Pecos,1671
9/10,NA,50-64 years,1810,NA,643,2021-03-08,Pecos,1167
9/10,NA,65-79 years,1624,NA,683,2021-03-08,Pecos,941
9/10,NA,80+ years,517,NA,222,2021-03-08,Pecos,295
9/10,NA,Unknown,4,NA,0,2021-03-08,Pecos,4
9/10,NA,16-49 years,1032,NA,308,2021-03-08,Presidio,724
9/10,NA,50-64 years,1125,NA,401,2021-03-08,Presidio,724
9/10,NA,65-79 years,1342,NA,539,2021-03-08,Presidio,803
9/10,NA,80+ years,415,NA,155,2021-03-08,Presidio,260
9/10,NA,Unknown,2,NA,1,2021-03-08,Presidio,1
9/10,NA,16-49 years,311,NA,120,2021-03-08,Reagan,191
9/10,NA,50-64 years,299,NA,105,2021-03-08,Reagan,194
9/10,NA,65-79 years,275,NA,111,2021-03-08,Reagan,164
9/10,NA,80+ years,61,NA,21,2021-03-08,Reagan,40
9/10,NA,16-49 years,2223,NA,939,2021-03-08,Reeves,1284
9/10,NA,50-64 years,2113,NA,942,2021-03-08,Reeves,1171
9/10,NA,65-79 years,1743,NA,820,2021-03-08,Reeves,923
9/10,NA,80+ years,490,NA,225,2021-03-08,Reeves,265
9/10,NA,Unknown,2,NA,1,2021-03-08,Reeves,1
9/10,NA,16-49 years,152,NA,38,2021-03-08,Schleicher,114
9/10,NA,50-64 years,180,NA,42,2021-03-08,Schleicher,138
9/10,NA,65-79 years,355,NA,108,2021-03-08,Schleicher,247
9/10,NA,80+ years,96,NA,36,2021-03-08,Schleicher,60
9/10,NA,16-49 years,23,NA,7,2021-03-08,Sterling,16
9/10,NA,50-64 years,58,NA,20,2021-03-08,Sterling,38
9/10,NA,65-79 years,104,NA,34,2021-03-08,Sterling,70
9/10,NA,80+ years,37,NA,14,2021-03-08,Sterling,23
9/10,NA,16-49 years,121,NA,41,2021-03-08,Sutton,80
9/10,NA,50-64 years,202,NA,57,2021-03-08,Sutton,145
9/10,NA,65-79 years,453,NA,168,2021-03-08,Sutton,285
9/10,NA,80+ years,139,NA,56,2021-03-08,Sutton,83
9/10,NA,16-49 years,88,NA,37,2021-03-08,Terrell,51
9/10,NA,50-64 years,126,NA,51,2021-03-08,Terrell,75
9/10,NA,65-79 years,149,NA,65,2021-03-08,Terrell,84
9/10,NA,80+ years,48,NA,19,2021-03-08,Terrell,29
9/10,NA,16-49 years,7913,NA,2922,2021-03-08,Tom Green,4993
9/10,NA,50-64 years,8073,NA,2933,2021-03-08,Tom Green,5142
9/10,NA,65-79 years,14117,NA,5862,2021-03-08,Tom Green,8255
9/10,NA,80+ years,5250,NA,2266,2021-03-08,Tom Green,2984
9/10,NA,Unknown,4,NA,0,2021-03-08,Tom Green,4
9/10,NA,16-49 years,620,NA,233,2021-03-08,Upton,387
9/10,NA,50-64 years,462,NA,191,2021-03-08,Upton,271
9/10,NA,65-79 years,373,NA,166,2021-03-08,Upton,207
9/10,NA,80+ years,120,NA,52,2021-03-08,Upton,68
9/10,NA,16-49 years,1164,NA,265,2021-03-08,Ward,899
9/10,NA,50-64 years,1068,NA,246,2021-03-08,Ward,822
9/10,NA,65-79 years,1046,NA,330,2021-03-08,Ward,716
9/10,NA,80+ years,327,NA,116,2021-03-08,Ward,211
9/10,NA,Unknown,4,NA,0,2021-03-08,Ward,4
9/10,NA,16-49 years,588,NA,136,2021-03-08,Winkler,452
9/10,NA,50-64 years,753,NA,262,2021-03-08,Winkler,491
9/10,NA,65-79 years,654,NA,264,2021-03-08,Winkler,390
9/10,NA,80+ years,187,NA,81,2021-03-08,Winkler,106
9/10,NA,Unknown,1,NA,0,2021-03-08,Winkler,1
11,NA,16-49 years,717,NA,277,2021-03-08,Aransas,440
11,NA,50-64 years,1274,NA,464,2021-03-08,Aransas,811
11,NA,65-79 years,3135,NA,1171,2021-03-08,Aransas,1967
11,NA,80+ years,867,NA,317,2021-03-08,Aransas,550
11,NA,Unknown,2,NA,1,2021-03-08,Aransas,1
11,NA,16-49 years,3304,NA,1379,2021-03-08,Bee,1925
11,NA,50-64 years,3570,NA,1599,2021-03-08,Bee,1971
11,NA,65-79 years,3661,NA,1697,2021-03-08,Bee,1964
11,NA,80+ years,1037,NA,471,2021-03-08,Bee,566
11,NA,Unknown,11,NA,1,2021-03-08,Bee,10
11,NA,16-49 years,613,NA,214,2021-03-08,Brooks,399
11,NA,50-64 years,662,NA,253,2021-03-08,Brooks,409
11,NA,65-79 years,836,NA,343,2021-03-08,Brooks,493
11,NA,80+ years,288,NA,114,2021-03-08,Brooks,174
11,NA,Unknown,2,NA,1,2021-03-08,Brooks,1
11,NA,16-49 years,40309,NA,14618,2021-03-08,Cameron,25718
11,NA,50-64 years,28880,NA,9981,2021-03-08,Cameron,18906
11,NA,65-79 years,39629,NA,15306,2021-03-08,Cameron,24331
11,NA,80+ years,10035,NA,3608,2021-03-08,Cameron,6427
11,NA,Unknown,105,NA,25,2021-03-08,Cameron,80
11,NA,16-49 years,1065,NA,325,2021-03-08,Duval,740
11,NA,50-64 years,1201,NA,409,2021-03-08,Duval,792
11,NA,65-79 years,1364,NA,565,2021-03-08,Duval,799
11,NA,80+ years,432,NA,175,2021-03-08,Duval,257
11,NA,Unknown,5,NA,0,2021-03-08,Duval,5
11,NA,16-49 years,85574,NA,33811,2021-03-08,Hidalgo,51964
11,NA,50-64 years,50975,NA,19007,2021-03-08,Hidalgo,32082
11,NA,65-79 years,49974,NA,17256,2021-03-08,Hidalgo,32763
11,NA,80+ years,13342,NA,4407,2021-03-08,Hidalgo,8945
11,NA,Unknown,83,NA,15,2021-03-08,Hidalgo,68
11,NA,16-49 years,765,NA,179,2021-03-08,Jim Hogg,586
11,NA,50-64 years,626,NA,149,2021-03-08,Jim Hogg,477
11,NA,65-79 years,661,NA,238,2021-03-08,Jim Hogg,423
11,NA,80+ years,260,NA,108,2021-03-08,Jim Hogg,152
11,NA,Unknown,1,NA,0,2021-03-08,Jim Hogg,1
11,NA,16-49 years,4874,NA,1769,2021-03-08,Jim Wells,3106
11,NA,50-64 years,5076,NA,2041,2021-03-08,Jim Wells,3036
11,NA,65-79 years,4894,NA,2131,2021-03-08,Jim Wells,2763
11,NA,80+ years,1263,NA,516,2021-03-08,Jim Wells,747
11,NA,Unknown,14,NA,0,2021-03-08,Jim Wells,14
11,NA,16-49 years,57,NA,23,2021-03-08,Kenedy,34
11,NA,50-64 years,78,NA,36,2021-03-08,Kenedy,42
11,NA,65-79 years,58,NA,26,2021-03-08,Kenedy,32
11,NA,80+ years,13,NA,6,2021-03-08,Kenedy,7
11,NA,Unknown,2,NA,1,2021-03-08,Kenedy,1
11,NA,16-49 years,5643,NA,2089,2021-03-08,Kleberg,3555
